Timestamp,Appliance,Type,Status_ON_OFF,Energy_Consumed_kWh,Outdoor_Temp
2026-03-03 10:00:00,Kitchen_Lights,lighting,1,0.165,30.2
2026-03-03 10:00:00,TV,entertainment,0,0.0,30.2
2026-03-03 11:00:00,Living_Room_AC,cooling,0,0.0,25.7
2026-03-03 11:00:00,Bedroom_AC,cooling,0,0.0,25.7
2026-03-03 11:00:00,Living_Room_Fan,circulation,1,0.107,25.7
2026-03-03 11:00:00,Kitchen_Lights,lighting,1,0.145,25.7
2026-03-03 11:00:00,TV,entertainment,1,0.302,25.7
2026-03-03 12:00:00,Living_Room_AC,cooling,0,0.0,24.2
2026-03-03 12:00:00,Bedroom_AC,cooling,0,0.0,24.2
2026-03-03 12:00:00,Living_Room_Fan,circulation,1,0.1,24.2
2026-03-03 12:00:00,Kitchen_Lights,lighting,1,0.14,24.2
2026-03-03 12:00:00,TV,entertainment,1,0.317,24.2
2026-03-03 13:00:00,Living_Room_AC,cooling,1,2.309,30.6
2026-03-03 13:00:00,Bedroom_AC,cooling,1,2.145,30.6
2026-03-03 13:00:00,Living_Room_Fan,circulation,1,0.096,30.6
2026-03-03 13:00:00,Kitchen_Lights,lighting,1,0.151,30.6
2026-03-03 13:00:00,TV,entertainment,0,0.0,30.6
2026-03-03 14:00:00,Living_Room_AC,cooling,0,0.0,28.6
2026-03-03 14:00:00,Bedroom_AC,cooling,1,1.986,28.6
2026-03-03 14:00:00,Living_Room_Fan,circulation,1,0.102,28.6
2026-03-03 14:00:00,Kitchen_Lights,lighting,1,0.154,28.6
2026-03-03 14:00:00,TV,entertainment,0,0.0,28.6
2026-03-03 15:00:00,Living_Room_AC,cooling,1,2.258,29.7
2026-03-03 15:00:00,Bedroom_AC,cooling,1,1.858,29.7
2026-03-03 15:00:00,Living_Room_Fan,circulation,1,0.103,29.7
2026-03-03 15:00:00,Kitchen_Lights,lighting,1,0.159,29.7
2026-03-03 15:00:00,TV,entertainment,0,0.0,29.7
2026-03-03 16:00:00,Living_Room_AC,cooling,1,2.276,28.6
2026-03-03 16:00:00,Bedroom_AC,cooling,0,0.0,28.6
2026-03-03 16:00:00,Living_Room_Fan,circulation,1,0.107,28.6
2026-03-03 16:00:00,Kitchen_Lights,lighting,1,0.157,28.6
2026-03-03 16:00:00,TV,entertainment,0,0.0,28.6
2026-03-03 17:00:00,Living_Room_AC,cooling,1,2.635,28.3
2026-03-03 17:00:00,Bedroom_AC,cooling,1,2.101,28.3
2026-03-03 17:00:00,Living_Room_Fan,circulation,1,0.11,28.3
2026-03-03 17:00:00,Kitchen_Lights,lighting,1,0.137,28.3
2026-03-03 17:00:00,TV,entertainment,0,0.0,28.3
2026-03-03 18:00:00,Living_Room_AC,cooling,1,2.508,31.5
2026-03-03 18:00:00,Bedroom_AC,cooling,1,2.145,31.5
2026-03-03 18:00:00,Living_Room_Fan,circulation,1,0.093,31.5
2026-03-03 18:00:00,Kitchen_Lights,lighting,1,0.138,31.5
2026-03-03 18:00:00,TV,entertainment,0,0.0,31.5
2026-03-03 19:00:00,Living_Room_AC,cooling,1,2.5,30.2
2026-03-03 19:00:00,Bedroom_AC,cooling,1,2.047,30.2
2026-03-03 19:00:00,Living_Room_Fan,circulation,1,0.094,30.2
2026-03-03 19:00:00,Kitchen_Lights,lighting,1,0.158,30.2
2026-03-03 19:00:00,TV,entertainment,0,0.0,30.2
2026-03-03 20:00:00,Living_Room_AC,cooling,0,0.0,25.4
2026-03-03 20:00:00,Bedroom_AC,cooling,1,1.849,25.4
2026-03-03 20:00:00,Living_Room_Fan,circulation,1,0.092,25.4
2026-03-03 20:00:00,Kitchen_Lights,lighting,1,0.163,25.4
2026-03-03 20:00:00,TV,entertainment,0,0.0,25.4
2026-03-03 21:00:00,Living_Room_AC,cooling,1,2.706,41.3
2026-03-03 21:00:00,Bedroom_AC,cooling,1,1.93,41.3
2026-03-03 21:00:00,Living_Room_Fan,circulation,1,0.106,41.3
2026-03-03 21:00:00,Kitchen_Lights,lighting,0,0.0,41.3
2026-03-03 21:00:00,TV,entertainment,0,0.0,41.3
2026-03-03 22:00:00,Living_Room_AC,cooling,0,0.0,30.2
2026-03-03 22:00:00,Bedroom_AC,cooling,1,2.075,30.2
2026-03-03 22:00:00,Living_Room_Fan,circulation,0,0.0,30.2
2026-03-03 22:00:00,Kitchen_Lights,lighting,0,0.0,30.2
2026-03-03 22:00:00,TV,entertainment,0,0.0,30.2
2026-03-03 23:00:00,Living_Room_AC,cooling,1,2.363,37.4
2026-03-03 23:00:00,Bedroom_AC,cooling,1,2.009,37.4
2026-03-03 23:00:00,Living_Room_Fan,circulation,0,0.0,37.4
2026-03-03 23:00:00,Kitchen_Lights,lighting,0,0.0,37.4
2026-03-03 23:00:00,TV,entertainment,1,0.277,37.4
2026-03-04 00:00:00,Living_Room_AC,cooling,1,2.438,31.8
2026-03-04 00:00:00,Bedroom_AC,cooling,1,1.815,31.8
2026-03-04 00:00:00,Living_Room_Fan,circulation,1,0.096,31.8
2026-03-04 00:00:00,Kitchen_Lights,lighting,0,0.0,31.8
2026-03-04 00:00:00,TV,entertainment,1,0.291,31.8
2026-03-04 01:00:00,Living_Room_AC,cooling,1,2.441,34.0
2026-03-04 01:00:00,Bedroom_AC,cooling,1,1.874,34.0
2026-03-04 01:00:00,Living_Room_Fan,circulation,1,0.094,34.0
2026-03-04 01:00:00,Kitchen_Lights,lighting,0,0.0,34.0
2026-03-04 01:00:00,TV,entertainment,0,0.0,34.0
2026-03-04 02:00:00,Living_Room_AC,cooling,1,2.631,36.7
2026-03-04 02:00:00,Bedroom_AC,cooling,1,1.834,36.7
2026-03-04 02:00:00,Living_Room_Fan,circulation,1,0.108,36.7
2026-03-04 02:00:00,Kitchen_Lights,lighting,1,0.141,36.7
2026-03-04 02:00:00,TV,entertainment,1,0.294,36.7
2026-03-04 03:00:00,Living_Room_AC,cooling,1,2.544,40.4
2026-03-04 03:00:00,Bedroom_AC,cooling,1,2.111,40.4
2026-03-04 03:00:00,Living_Room_Fan,circulation,1,0.099,40.4
2026-03-04 03:00:00,Kitchen_Lights,lighting,0,0.0,40.4
2026-03-04 03:00:00,TV,entertainment,1,0.281,40.4
2026-03-04 04:00:00,Living_Room_AC,cooling,0,0.0,36.1
2026-03-04 04:00:00,Bedroom_AC,cooling,0,0.0,36.1
2026-03-04 04:00:00,Living_Room_Fan,circulation,1,0.11,36.1
2026-03-04 04:00:00,Kitchen_Lights,lighting,1,0.142,36.1
2026-03-04 04:00:00,TV,entertainment,0,0.0,36.1
2026-03-04 05:00:00,Living_Room_AC,cooling,1,2.748,39.8
2026-03-04 05:00:00,Bedroom_AC,cooling,0,0.0,39.8
2026-03-04 05:00:00,Living_Room_Fan,circulation,1,0.098,39.8
2026-03-04 05:00:00,Kitchen_Lights,lighting,1,0.153,39.8
2026-03-04 05:00:00,TV,entertainment,1,0.306,39.8
2026-03-04 06:00:00,Living_Room_AC,cooling,1,2.528,39.1
2026-03-04 06:00:00,Bedroom_AC,cooling,1,1.947,39.1
2026-03-04 06:00:00,Living_Room_Fan,circulation,1,0.093,39.1
2026-03-04 06:00:00,Kitchen_Lights,lighting,0,0.0,39.1
2026-03-04 06:00:00,TV,entertainment,1,0.313,39.1
2026-03-04 07:00:00,Living_Room_AC,cooling,1,2.671,37.3
2026-03-04 07:00:00,Bedroom_AC,cooling,1,2.106,37.3
2026-03-04 07:00:00,Living_Room_Fan,circulation,1,0.109,37.3
2026-03-04 07:00:00,Kitchen_Lights,lighting,0,0.0,37.3
2026-03-04 07:00:00,TV,entertainment,1,0.277,37.3
2026-03-04 08:00:00,Living_Room_AC,cooling,0,0.0,24.1
2026-03-04 08:00:00,Bedroom_AC,cooling,0,0.0,24.1
2026-03-04 08:00:00,Living_Room_Fan,circulation,1,0.096,24.1
2026-03-04 08:00:00,Kitchen_Lights,lighting,1,0.161,24.1
2026-03-04 08:00:00,TV,entertainment,1,0.316,24.1
2026-03-04 09:00:00,Living_Room_AC,cooling,0,0.0,28.8
2026-03-04 09:00:00,Bedroom_AC,cooling,1,2.17,28.8
2026-03-04 09:00:00,Living_Room_Fan,circulation,0,0.0,28.8
2026-03-04 09:00:00,Kitchen_Lights,lighting,1,0.155,28.8
2026-03-04 09:00:00,TV,entertainment,1,0.327,28.8
2026-03-04 10:00:00,Living_Room_AC,cooling,1,2.487,29.0
2026-03-04 10:00:00,Bedroom_AC,cooling,1,1.902,29.0
2026-03-04 10:00:00,Living_Room_Fan,circulation,1,0.107,29.0
2026-03-04 10:00:00,Kitchen_Lights,lighting,1,0.147,29.0
2026-03-04 10:00:00,TV,entertainment,0,0.0,29.0
2026-03-04 11:00:00,Living_Room_AC,cooling,0,0.0,24.9
2026-03-04 11:00:00,Bedroom_AC,cooling,0,0.0,24.9
2026-03-04 11:00:00,Living_Room_Fan,circulation,1,0.101,24.9
2026-03-04 11:00:00,Kitchen_Lights,lighting,1,0.136,24.9
2026-03-04 11:00:00,TV,entertainment,0,0.0,24.9
2026-03-04 12:00:00,Living_Room_AC,cooling,0,0.0,27.4
2026-03-04 12:00:00,Bedroom_AC,cooling,0,0.0,27.4
2026-03-04 12:00:00,Living_Room_Fan,circulation,1,0.099,27.4
2026-03-04 12:00:00,Kitchen_Lights,lighting,1,0.163,27.4
2026-03-04 12:00:00,TV,entertainment,1,0.299,27.4
2026-03-04 13:00:00,Living_Room_AC,cooling,1,2.509,31.7
2026-03-04 13:00:00,Bedroom_AC,cooling,1,2.145,31.7
2026-03-04 13:00:00,Living_Room_Fan,circulation,1,0.09,31.7
2026-03-04 13:00:00,Kitchen_Lights,lighting,1,0.164,31.7
2026-03-04 13:00:00,TV,entertainment,0,0.0,31.7
2026-03-04 14:00:00,Living_Room_AC,cooling,0,0.0,26.7
2026-03-04 14:00:00,Bedroom_AC,cooling,0,0.0,26.7
2026-03-04 14:00:00,Living_Room_Fan,circulation,0,0.0,26.7
2026-03-04 14:00:00,Kitchen_Lights,lighting,1,0.139,26.7
2026-03-04 14:00:00,TV,entertainment,0,0.0,26.7
2026-03-04 15:00:00,Living_Room_AC,cooling,1,2.744,31.7
2026-03-04 15:00:00,Bedroom_AC,cooling,1,2.113,31.7
2026-03-04 15:00:00,Living_Room_Fan,circulation,0,0.0,31.7
2026-03-04 15:00:00,Kitchen_Lights,lighting,1,0.155,31.7
2026-03-04 15:00:00,TV,entertainment,0,0.0,31.7
2026-03-04 16:00:00,Living_Room_AC,cooling,1,2.595,31.4
2026-03-04 16:00:00,Bedroom_AC,cooling,1,2.053,31.4
2026-03-04 16:00:00,Living_Room_Fan,circulation,0,0.0,31.4
2026-03-04 16:00:00,Kitchen_Lights,lighting,1,0.155,31.4
2026-03-04 16:00:00,TV,entertainment,0,0.0,31.4
2026-03-04 17:00:00,Living_Room_AC,cooling,1,2.589,28.2
2026-03-04 17:00:00,Bedroom_AC,cooling,1,2.091,28.2
2026-03-04 17:00:00,Living_Room_Fan,circulation,1,0.107,28.2
2026-03-04 17:00:00,Kitchen_Lights,lighting,1,0.156,28.2
2026-03-04 17:00:00,TV,entertainment,0,0.0,28.2
2026-03-04 18:00:00,Living_Room_AC,cooling,0,0.0,26.5
2026-03-04 18:00:00,Bedroom_AC,cooling,1,2.01,26.5
2026-03-04 18:00:00,Living_Room_Fan,circulation,0,0.0,26.5
2026-03-04 18:00:00,Kitchen_Lights,lighting,1,0.152,26.5
2026-03-04 18:00:00,TV,entertainment,0,0.0,26.5
2026-03-04 19:00:00,Living_Room_AC,cooling,0,0.0,27.1
2026-03-04 19:00:00,Bedroom_AC,cooling,1,2.021,27.1
2026-03-04 19:00:00,Living_Room_Fan,circulation,1,0.104,27.1
2026-03-04 19:00:00,Kitchen_Lights,lighting,1,0.146,27.1
2026-03-04 19:00:00,TV,entertainment,0,0.0,27.1
2026-03-04 20:00:00,Living_Room_AC,cooling,0,0.0,26.2
2026-03-04 20:00:00,Bedroom_AC,cooling,1,2.038,26.2
2026-03-04 20:00:00,Living_Room_Fan,circulation,1,0.091,26.2
2026-03-04 20:00:00,Kitchen_Lights,lighting,1,0.136,26.2
2026-03-04 20:00:00,TV,entertainment,0,0.0,26.2
2026-03-04 21:00:00,Living_Room_AC,cooling,1,2.31,28.1
2026-03-04 21:00:00,Bedroom_AC,cooling,0,0.0,28.1
2026-03-04 21:00:00,Living_Room_Fan,circulation,1,0.092,28.1
2026-03-04 21:00:00,Kitchen_Lights,lighting,0,0.0,28.1
2026-03-04 21:00:00,TV,entertainment,0,0.0,28.1
2026-03-04 22:00:00,Living_Room_AC,cooling,0,0.0,42.0
2026-03-04 22:00:00,Bedroom_AC,cooling,1,2.058,42.0
2026-03-04 22:00:00,Living_Room_Fan,circulation,1,0.109,42.0
2026-03-04 22:00:00,Kitchen_Lights,lighting,0,0.0,42.0
2026-03-04 22:00:00,TV,entertainment,1,0.293,42.0
2026-03-04 23:00:00,Living_Room_AC,cooling,1,2.637,39.8
2026-03-04 23:00:00,Bedroom_AC,cooling,1,2.146,39.8
2026-03-04 23:00:00,Living_Room_Fan,circulation,1,0.098,39.8
2026-03-04 23:00:00,Kitchen_Lights,lighting,0,0.0,39.8
2026-03-04 23:00:00,TV,entertainment,1,0.283,39.8
2026-03-05 00:00:00,Living_Room_AC,cooling,0,0.0,32.0
2026-03-05 00:00:00,Bedroom_AC,cooling,1,2.172,32.0
2026-03-05 00:00:00,Living_Room_Fan,circulation,1,0.096,32.0
2026-03-05 00:00:00,Kitchen_Lights,lighting,0,0.0,32.0
2026-03-05 00:00:00,TV,entertainment,1,0.278,32.0
2026-03-05 01:00:00,Living_Room_AC,cooling,1,2.582,28.0
2026-03-05 01:00:00,Bedroom_AC,cooling,1,1.883,28.0
2026-03-05 01:00:00,Living_Room_Fan,circulation,1,0.098,28.0
2026-03-05 01:00:00,Kitchen_Lights,lighting,1,0.141,28.0
2026-03-05 01:00:00,TV,entertainment,0,0.0,28.0
2026-03-05 02:00:00,Living_Room_AC,cooling,1,2.423,28.1
2026-03-05 02:00:00,Bedroom_AC,cooling,0,0.0,28.1
2026-03-05 02:00:00,Living_Room_Fan,circulation,1,0.1,28.1
2026-03-05 02:00:00,Kitchen_Lights,lighting,1,0.141,28.1
2026-03-05 02:00:00,TV,entertainment,0,0.0,28.1
2026-03-05 03:00:00,Living_Room_AC,cooling,1,2.388,35.8
2026-03-05 03:00:00,Bedroom_AC,cooling,1,2.137,35.8
2026-03-05 03:00:00,Living_Room_Fan,circulation,1,0.107,35.8
2026-03-05 03:00:00,Kitchen_Lights,lighting,0,0.0,35.8
2026-03-05 03:00:00,TV,entertainment,1,0.271,35.8
2026-03-05 04:00:00,Living_Room_AC,cooling,1,2.607,36.8
2026-03-05 04:00:00,Bedroom_AC,cooling,1,2.108,36.8
2026-03-05 04:00:00,Living_Room_Fan,circulation,1,0.101,36.8
2026-03-05 04:00:00,Kitchen_Lights,lighting,1,0.155,36.8
2026-03-05 04:00:00,TV,entertainment,1,0.293,36.8
2026-03-05 05:00:00,Living_Room_AC,cooling,1,2.566,34.8
2026-03-05 05:00:00,Bedroom_AC,cooling,1,1.844,34.8
2026-03-05 05:00:00,Living_Room_Fan,circulation,1,0.098,34.8
2026-03-05 05:00:00,Kitchen_Lights,lighting,0,0.0,34.8
2026-03-05 05:00:00,TV,entertainment,1,0.323,34.8
2026-03-05 06:00:00,Living_Room_AC,cooling,1,2.586,40.7
2026-03-05 06:00:00,Bedroom_AC,cooling,1,2.131,40.7
2026-03-05 06:00:00,Living_Room_Fan,circulation,1,0.096,40.7
2026-03-05 06:00:00,Kitchen_Lights,lighting,1,0.137,40.7
2026-03-05 06:00:00,TV,entertainment,0,0.0,40.7
2026-03-05 07:00:00,Living_Room_AC,cooling,1,2.266,34.5
2026-03-05 07:00:00,Bedroom_AC,cooling,1,2.164,34.5
2026-03-05 07:00:00,Living_Room_Fan,circulation,1,0.104,34.5
2026-03-05 07:00:00,Kitchen_Lights,lighting,1,0.158,34.5
2026-03-05 07:00:00,TV,entertainment,0,0.0,34.5
2026-03-05 08:00:00,Living_Room_AC,cooling,1,2.294,31.5
2026-03-05 08:00:00,Bedroom_AC,cooling,1,1.892,31.5
2026-03-05 08:00:00,Living_Room_Fan,circulation,1,0.105,31.5
2026-03-05 08:00:00,Kitchen_Lights,lighting,1,0.153,31.5
2026-03-05 08:00:00,TV,entertainment,0,0.0,31.5
2026-03-05 09:00:00,Living_Room_AC,cooling,1,2.435,28.9
2026-03-05 09:00:00,Bedroom_AC,cooling,1,1.982,28.9
2026-03-05 09:00:00,Living_Room_Fan,circulation,1,0.094,28.9
2026-03-05 09:00:00,Kitchen_Lights,lighting,1,0.135,28.9
2026-03-05 09:00:00,TV,entertainment,1,0.303,28.9
2026-03-05 10:00:00,Living_Room_AC,cooling,0,0.0,27.0
2026-03-05 10:00:00,Bedroom_AC,cooling,0,0.0,27.0
2026-03-05 10:00:00,Living_Room_Fan,circulation,1,0.108,27.0
2026-03-05 10:00:00,Kitchen_Lights,lighting,1,0.152,27.0
2026-03-05 10:00:00,TV,entertainment,0,0.0,27.0
2026-03-05 11:00:00,Living_Room_AC,cooling,1,2.643,28.4
2026-03-05 11:00:00,Bedroom_AC,cooling,1,1.857,28.4
2026-03-05 11:00:00,Living_Room_Fan,circulation,0,0.0,28.4
2026-03-05 11:00:00,Kitchen_Lights,lighting,1,0.14,28.4
2026-03-05 11:00:00,TV,entertainment,1,0.305,28.4
2026-03-05 12:00:00,Living_Room_AC,cooling,0,0.0,27.3
2026-03-05 12:00:00,Bedroom_AC,cooling,0,0.0,27.3
2026-03-05 12:00:00,Living_Room_Fan,circulation,1,0.103,27.3
2026-03-05 12:00:00,Kitchen_Lights,lighting,1,0.16,27.3
2026-03-05 12:00:00,TV,entertainment,1,0.283,27.3
2026-03-05 13:00:00,Living_Room_AC,cooling,1,2.513,29.2
2026-03-05 13:00:00,Bedroom_AC,cooling,0,0.0,29.2
2026-03-05 13:00:00,Living_Room_Fan,circulation,1,0.101,29.2
2026-03-05 13:00:00,Kitchen_Lights,lighting,1,0.143,29.2
2026-03-05 13:00:00,TV,entertainment,0,0.0,29.2
2026-03-05 14:00:00,Living_Room_AC,cooling,0,0.0,27.4
2026-03-05 14:00:00,Bedroom_AC,cooling,1,2.092,27.4
2026-03-05 14:00:00,Living_Room_Fan,circulation,1,0.1,27.4
2026-03-05 14:00:00,Kitchen_Lights,lighting,1,0.157,27.4
2026-03-05 14:00:00,TV,entertainment,0,0.0,27.4
2026-03-05 15:00:00,Living_Room_AC,cooling,0,0.0,24.9
2026-03-05 15:00:00,Bedroom_AC,cooling,0,0.0,24.9
2026-03-05 15:00:00,Living_Room_Fan,circulation,1,0.094,24.9
2026-03-05 15:00:00,Kitchen_Lights,lighting,1,0.149,24.9
2026-03-05 15:00:00,TV,entertainment,0,0.0,24.9
2026-03-05 16:00:00,Living_Room_AC,cooling,0,0.0,28.8
2026-03-05 16:00:00,Bedroom_AC,cooling,1,2.164,28.8
2026-03-05 16:00:00,Living_Room_Fan,circulation,1,0.097,28.8
2026-03-05 16:00:00,Kitchen_Lights,lighting,1,0.152,28.8
2026-03-05 16:00:00,TV,entertainment,0,0.0,28.8
2026-03-05 17:00:00,Living_Room_AC,cooling,1,2.742,29.7
2026-03-05 17:00:00,Bedroom_AC,cooling,0,0.0,29.7
2026-03-05 17:00:00,Living_Room_Fan,circulation,1,0.093,29.7
2026-03-05 17:00:00,Kitchen_Lights,lighting,1,0.155,29.7
2026-03-05 17:00:00,TV,entertainment,0,0.0,29.7
2026-03-05 18:00:00,Living_Room_AC,cooling,0,0.0,26.5
2026-03-05 18:00:00,Bedroom_AC,cooling,0,0.0,26.5
2026-03-05 18:00:00,Living_Room_Fan,circulation,1,0.105,26.5
2026-03-05 18:00:00,Kitchen_Lights,lighting,1,0.144,26.5
2026-03-05 18:00:00,TV,entertainment,0,0.0,26.5
2026-03-05 19:00:00,Living_Room_AC,cooling,0,0.0,24.1
2026-03-05 19:00:00,Bedroom_AC,cooling,1,1.849,24.1
2026-03-05 19:00:00,Living_Room_Fan,circulation,1,0.093,24.1
2026-03-05 19:00:00,Kitchen_Lights,lighting,1,0.163,24.1
2026-03-05 19:00:00,TV,entertainment,0,0.0,24.1
2026-03-05 20:00:00,Living_Room_AC,cooling,1,2.66,28.6
2026-03-05 20:00:00,Bedroom_AC,cooling,1,1.997,28.6
2026-03-05 20:00:00,Living_Room_Fan,circulation,1,0.105,28.6
2026-03-05 20:00:00,Kitchen_Lights,lighting,1,0.142,28.6
2026-03-05 20:00:00,TV,entertainment,0,0.0,28.6
2026-03-05 21:00:00,Living_Room_AC,cooling,1,2.461,39.9
2026-03-05 21:00:00,Bedroom_AC,cooling,0,0.0,39.9
2026-03-05 21:00:00,Living_Room_Fan,circulation,1,0.101,39.9
2026-03-05 21:00:00,Kitchen_Lights,lighting,0,0.0,39.9
2026-03-05 21:00:00,TV,entertainment,0,0.0,39.9
2026-03-05 22:00:00,Living_Room_AC,cooling,1,2.417,38.3
2026-03-05 22:00:00,Bedroom_AC,cooling,1,2.193,38.3
2026-03-05 22:00:00,Living_Room_Fan,circulation,1,0.104,38.3
2026-03-05 22:00:00,Kitchen_Lights,lighting,0,0.0,38.3
2026-03-05 22:00:00,TV,entertainment,0,0.0,38.3
2026-03-05 23:00:00,Living_Room_AC,cooling,0,0.0,40.8
2026-03-05 23:00:00,Bedroom_AC,cooling,0,0.0,40.8
2026-03-05 23:00:00,Living_Room_Fan,circulation,1,0.093,40.8
2026-03-05 23:00:00,Kitchen_Lights,lighting,1,0.138,40.8
2026-03-05 23:00:00,TV,entertainment,1,0.32,40.8
2026-03-06 00:00:00,Living_Room_AC,cooling,1,2.269,34.0
2026-03-06 00:00:00,Bedroom_AC,cooling,1,1.989,34.0
2026-03-06 00:00:00,Living_Room_Fan,circulation,1,0.102,34.0
2026-03-06 00:00:00,Kitchen_Lights,lighting,1,0.146,34.0
2026-03-06 00:00:00,TV,entertainment,1,0.275,34.0
2026-03-06 01:00:00,Living_Room_AC,cooling,1,2.68,40.7
2026-03-06 01:00:00,Bedroom_AC,cooling,1,1.818,40.7
2026-03-06 01:00:00,Living_Room_Fan,circulation,1,0.095,40.7
2026-03-06 01:00:00,Kitchen_Lights,lighting,0,0.0,40.7
2026-03-06 01:00:00,TV,entertainment,1,0.275,40.7
2026-03-06 02:00:00,Living_Room_AC,cooling,1,2.66,31.5
2026-03-06 02:00:00,Bedroom_AC,cooling,1,2.178,31.5
2026-03-06 02:00:00,Living_Room_Fan,circulation,1,0.093,31.5
2026-03-06 02:00:00,Kitchen_Lights,lighting,0,0.0,31.5
2026-03-06 02:00:00,TV,entertainment,1,0.301,31.5
2026-03-06 03:00:00,Living_Room_AC,cooling,1,2.659,37.7
2026-03-06 03:00:00,Bedroom_AC,cooling,1,2.039,37.7
2026-03-06 03:00:00,Living_Room_Fan,circulation,1,0.094,37.7
2026-03-06 03:00:00,Kitchen_Lights,lighting,0,0.0,37.7
2026-03-06 03:00:00,TV,entertainment,0,0.0,37.7
2026-03-06 04:00:00,Living_Room_AC,cooling,1,2.615,37.4
2026-03-06 04:00:00,Bedroom_AC,cooling,1,2.064,37.4
2026-03-06 04:00:00,Living_Room_Fan,circulation,1,0.095,37.4
2026-03-06 04:00:00,Kitchen_Lights,lighting,0,0.0,37.4
2026-03-06 04:00:00,TV,entertainment,1,0.285,37.4
2026-03-06 05:00:00,Living_Room_AC,cooling,1,2.445,34.6
2026-03-06 05:00:00,Bedroom_AC,cooling,1,1.834,34.6
2026-03-06 05:00:00,Living_Room_Fan,circulation,1,0.091,34.6
2026-03-06 05:00:00,Kitchen_Lights,lighting,1,0.152,34.6
2026-03-06 05:00:00,TV,entertainment,0,0.0,34.6
2026-03-06 06:00:00,Living_Room_AC,cooling,0,0.0,35.7
2026-03-06 06:00:00,Bedroom_AC,cooling,1,2.073,35.7
2026-03-06 06:00:00,Living_Room_Fan,circulation,1,0.095,35.7
2026-03-06 06:00:00,Kitchen_Lights,lighting,0,0.0,35.7
2026-03-06 06:00:00,TV,entertainment,0,0.0,35.7
2026-03-06 07:00:00,Living_Room_AC,cooling,1,2.562,32.0
2026-03-06 07:00:00,Bedroom_AC,cooling,1,1.917,32.0
2026-03-06 07:00:00,Living_Room_Fan,circulation,0,0.0,32.0
2026-03-06 07:00:00,Kitchen_Lights,lighting,0,0.0,32.0
2026-03-06 07:00:00,TV,entertainment,0,0.0,32.0
2026-03-06 08:00:00,Living_Room_AC,cooling,1,2.32,29.1
2026-03-06 08:00:00,Bedroom_AC,cooling,1,1.876,29.1
2026-03-06 08:00:00,Living_Room_Fan,circulation,1,0.1,29.1
2026-03-06 08:00:00,Kitchen_Lights,lighting,1,0.157,29.1
2026-03-06 08:00:00,TV,entertainment,0,0.0,29.1
2026-03-06 09:00:00,Living_Room_AC,cooling,1,2.574,30.8
2026-03-06 09:00:00,Bedroom_AC,cooling,1,1.844,30.8
2026-03-06 09:00:00,Living_Room_Fan,circulation,1,0.098,30.8
2026-03-06 09:00:00,Kitchen_Lights,lighting,1,0.143,30.8
2026-03-06 09:00:00,TV,entertainment,1,0.284,30.8
2026-03-06 10:00:00,Living_Room_AC,cooling,0,0.0,27.4
2026-03-06 10:00:00,Bedroom_AC,cooling,0,0.0,27.4
2026-03-06 10:00:00,Living_Room_Fan,circulation,1,0.093,27.4
2026-03-06 10:00:00,Kitchen_Lights,lighting,1,0.145,27.4
2026-03-06 10:00:00,TV,entertainment,0,0.0,27.4
2026-03-06 11:00:00,Living_Room_AC,cooling,1,2.578,31.2
2026-03-06 11:00:00,Bedroom_AC,cooling,1,2.162,31.2
2026-03-06 11:00:00,Living_Room_Fan,circulation,1,0.096,31.2
2026-03-06 11:00:00,Kitchen_Lights,lighting,1,0.161,31.2
2026-03-06 11:00:00,TV,entertainment,1,0.276,31.2
2026-03-06 12:00:00,Living_Room_AC,cooling,0,0.0,26.7
2026-03-06 12:00:00,Bedroom_AC,cooling,0,0.0,26.7
2026-03-06 12:00:00,Living_Room_Fan,circulation,1,0.099,26.7
2026-03-06 12:00:00,Kitchen_Lights,lighting,1,0.161,26.7
2026-03-06 12:00:00,TV,entertainment,0,0.0,26.7
2026-03-06 13:00:00,Living_Room_AC,cooling,1,2.549,29.0
2026-03-06 13:00:00,Bedroom_AC,cooling,0,0.0,29.0
2026-03-06 13:00:00,Living_Room_Fan,circulation,1,0.108,29.0
2026-03-06 13:00:00,Kitchen_Lights,lighting,0,0.0,29.0
2026-03-06 13:00:00,TV,entertainment,0,0.0,29.0
2026-03-06 14:00:00,Living_Room_AC,cooling,1,2.397,30.2
2026-03-06 14:00:00,Bedroom_AC,cooling,1,2.11,30.2
2026-03-06 14:00:00,Living_Room_Fan,circulation,1,0.109,30.2
2026-03-06 14:00:00,Kitchen_Lights,lighting,1,0.159,30.2
2026-03-06 14:00:00,TV,entertainment,0,0.0,30.2
2026-03-06 15:00:00,Living_Room_AC,cooling,1,2.728,29.0
2026-03-06 15:00:00,Bedroom_AC,cooling,1,2.184,29.0
2026-03-06 15:00:00,Living_Room_Fan,circulation,1,0.095,29.0
2026-03-06 15:00:00,Kitchen_Lights,lighting,1,0.148,29.0
2026-03-06 15:00:00,TV,entertainment,0,0.0,29.0
2026-03-06 16:00:00,Living_Room_AC,cooling,0,0.0,24.3
2026-03-06 16:00:00,Bedroom_AC,cooling,0,0.0,24.3
2026-03-06 16:00:00,Living_Room_Fan,circulation,0,0.0,24.3
2026-03-06 16:00:00,Kitchen_Lights,lighting,1,0.149,24.3
2026-03-06 16:00:00,TV,entertainment,0,0.0,24.3
2026-03-06 17:00:00,Living_Room_AC,cooling,1,2.397,30.6
2026-03-06 17:00:00,Bedroom_AC,cooling,1,1.95,30.6
